	Perturbed Premise	Perturbed Hypothesis	label	Original Premise	Original Hypothesis	perturbed_label	attack
1843	A woman with red-hair and large tattoo is sitting in a chair outside.	A maid is sitting at a table outside	1	A woman with red-hair and large tattoo is sitting in a chair outside.	A lady is sitting at a table outside	2	WordSwapEmbedding
1844	A man in glasses and an orange shirt is sitting outside next to a table with drinks on it.	A man sits near a chalkboard with his drinks	1	A man in glasses and an orange shirt is sitting outside next to a table with drinks on it.	A man sits near a table with his drinks	2	WordSwapEmbedding
1845	Two dirt bike riders, one wearing green and the other wearing blue and white, are jumping a hill.	Two dirt bike riders are away	1	Two dirt bike riders, one wearing green and the other wearing blue and white, are jumping a hill.	Two dirt bike riders are outside	0	WordSwapEmbedding
1846	A girl with black pants on is lowering a camera onto the running track.	The room is being thrown by the girl	2	A girl with black pants on is lowering a camera onto the running track.	The camera is being thrown by the girl	0	WordSwapEmbedding
1847	The young boy in a red shirt and jeans resists his sister's request for water on the road.	Kids don't understand.	0	The young boy in a red shirt and jeans resists his sister's request for water on the road.	Kids don't share water.	2	WordMergeMaskedLM
1848	kid with red-hair and large tattoo is sitting in a chair outside.	A lady is sitting at a table outside	1	A woman with red-hair and large tattoo is sitting in a chair outside.	A lady is sitting at a table outside	0	WordMergeMaskedLM
1849	girls in glasses and an orange shirt is sitting outside next to a table with drinks on it.	A man sits near a table with his drinks	1	A man in glasses and an orange shirt is sitting outside next to a table with drinks on it.	A man sits near a table with his drinks	0	WordMergeMaskedLM
1850	Two dirt bike riders, one wearing green and the other wearing blue and white, are jumping a hill.	neither bike riders are outside	1	Two dirt bike riders, one wearing green and the other wearing blue and white, are jumping a hill.	Two dirt bike riders are outside	0	WordMergeMaskedLM
1851	boy with black pants on is lowering a camera onto the running track.	The camera is being thrown by the girl	2	A girl with black pants on is lowering a camera onto the running track.	The camera is being thrown by the girl	0	WordMergeMaskedLM
1852	A woman with red-hair and large tattoo is sitting in a chair outside.	A lady is sitting at a table oսtside	1	A woman with red-hair and large tattoo is sitting in a chair outside.	A lady is sitting at a table outside	2	WordSwapHomoglyphSwap
1853	A man in glasses and an orange shirt is sitting outside next to a table with drinks on it.	A man sitѕ near a table with his drinkѕ	1	A man in glasses and an orange shirt is sitting outside next to a table with drinks on it.	A man sits near a table with his drinks	0	WordSwapHomoglyphSwap
1854	Two dirt bike riders, one wearing green and the other wearing blue and white, are jumping a hill.	Two dirt bike riders are outsiԁe	1	Two dirt bike riders, one wearing green and the other wearing blue and white, are jumping a hill.	Two dirt bike riders are outside	0	WordSwapHomoglyphSwap
1855	A girl with black pants on is lowering a camera onto the running track.	The camera is being thrown by the ɡirl	2	A girl with black pants on is lowering a camera onto the running track.	The camera is being thrown by the girl	0	WordSwapHomoglyphSwap
1856	A woman with red-hair and large tattoo is sitting in a chair outside.	A lady is sitting at a bat outside	1	A woman with red-hair and large tattoo is sitting in a chair outside.	A lady is sitting at a table outside	2	WordSwapHowNet
1857	A man in glasses and an orange shirt is sitting outside next to a table with drinks on it.	A man sits near a bat with his drinks	1	A man in glasses and an orange shirt is sitting outside next to a table with drinks on it.	A man sits near a table with his drinks	2	WordSwapHowNet
1858	A girl with black pants on is lowering a camera onto the running track.	The camera is being thrown by the female	2	A girl with black pants on is lowering a camera onto the running track.	The camera is being thrown by the girl	1	WordSwapHowNet
1859	A woman with red-hair and large tattoo is sitting in a chair outside.	A lady is sitting at a mesa outside	1	A woman with red-hair and large tattoo is sitting in a chair outside.	A lady is sitting at a table outside	2	WordSwapWordNet
1860	A man in glasses and an orange shirt is sitting outside next to a table with drinks on it.	A man sits penny-pinching a table with his drinks	1	A man in glasses and an orange shirt is sitting outside next to a table with drinks on it.	A man sits near a table with his drinks	0	WordSwapWordNet
1861	Two dirt bike riders, one wearing green and the other wearing blue and white, are jumping a hill.	Two dirt bike riders are away	1	Two dirt bike riders, one wearing green and the other wearing blue and white, are jumping a hill.	Two dirt bike riders are outside	0	WordSwapWordNet
1862	A girl with black pants on is lowering a camera onto the running track.	The camera is being contrive by the girl	2	A girl with black pants on is lowering a camera onto the running track.	The camera is being thrown by the girl	1	WordSwapWordNet
1863	A blond-haired doctor and her African american assistant looking threw new medical manuals.	A doctor is stuyding	1	A blond-haired doctor and her African american assistant looking threw new medical manuals.	A doctor is studying	0	WordSwapNeighboringCharacterSwap
1864	During calf roping a cowboy calls off his horse.	A man ropes a cafl successfully.	2	During calf roping a cowboy calls off his horse.	A man ropes a calf successfully.	0	WordSwapNeighboringCharacterSwap
1865	A snowboarder on a wide plain of snow	A snowboarder gliding over a ifeld of snow	1	A snowboarder on a wide plain of snow	A snowboarder gliding over a field of snow	2	WordSwapNeighboringCharacterSwap
1866	During calf roping a cowboy calls off his horse.	A man rope a calf sccessfully.	2	During calf roping a cowboy calls off his horse.	A man ropes a calf successfully.	1	WordSwapRandomCharacterDeletion
1867	During calf roping a cowboy calls off his horse.	A man rLopes a calf successfully.	2	During calf roping a cowboy calls off his horse.	A man ropes a calf successfully.	0	WordSwapRandomCharacterInsertion
1868	A snowboarder on a wide plain of snow	A snowboarder gliding over a field of snoqw	1	A snowboarder on a wide plain of snow	A snowboarder gliding over a field of snow	2	WordSwapRandomCharacterInsertion
1869	During calf roping a cowboy calls off his horse.	A man ropes a calf succehsfully.	2	During calf roping a cowboy calls off his horse.	A man ropes a calf successfully.	1	WordSwapRandomCharacterSubstitution
1870	A snowboarder on a wide plain of snow	A snowboarder gliding over a field of sbow	1	A snowboarder on a wide plain of snow	A snowboarder gliding over a field of snow	2	WordSwapRandomCharacterSubstitution
1871	During calf roping a cowboy calls off his horse.	A woman ropes a calf successfully.	2	During calf roping a cowboy calls off his horse.	A man ropes a calf successfully.	0	WordSwapWordNetAntonym
1872	A blond-haired doctor and her African american assistant looking threw new medical manuals.	A doctor is 	1	A blond-haired doctor and her African american assistant looking threw new medical manuals.	A doctor is studying	0	WordDeletion
1873	During calf roping a cowboy calls off his horse.	A man ropes a calf.	2	During calf roping a cowboy calls off his horse.	A man ropes a calf successfully.	1	WordDeletion
1874	A snowboarder on a wide plain of snow	A gliding over a field of snow	1	A snowboarder on a wide plain of snow	A snowboarder gliding over a field of snow	0	WordDeletion
