	Pertubed_Text	label	Original_Text	True_label	Perturbed_label	attack
1920	Govt. to Test New Air Passenger Screening Program The US government veiled plans on Thursday for a revised computer-based program using personal information to identify airline passengers who may pose a threat to air travel.	2	Govt. to Test New Air Passenger Screening Program The US government unveiled plans on Thursday for a revised computer-based program using personal information to identify airline passengers who may pose a threat to air travel.	3	2	unknown
1921	"HP Moves Deeper Into Consumer Electronics Personal computer giant Hewlett-Packard Co. is stepping shallow than ever into the consumer electronics arena with its ascend product lineup - so don't be surprised if you hear about ""HP TV"" along with ""HDTV"" when shopping for your next television."	2	"HP Moves Deeper Into Consumer Electronics Personal computer giant Hewlett-Packard Co. is stepping deeper than ever into the consumer electronics arena with its fall product lineup - so don't be surprised if you hear about ""HP TV"" along with ""HDTV"" when shopping for your next television."	3	2	unknown
1922	Terror is below radar in Russia It disclaim 2 days for Russia #39;s insecurity service to announce what virtually everyone else disbelieve from the inconsequence two foreign passenger airlines plunged to earth simultaneously 	2	Terror is below radar in Russia It took 2 days for Russia #39;s security service to announce what virtually everyone else believed from the moment two domestic passenger airlines plunged to earth simultaneously 	0	2	unknown
1923	US Bells Do Video on Path Blazed by Small Telcos The three little US local telephone corporations made a splash this summer with plans to sell video services on their voice and data lines in a few years.	3	US Bells Do Video on Path Blazed by Small Telcos The three largest US local telephone corporations made a splash this summer with plans to sell video services on their voice and data lines in a few years.	2	3	unknown
1924	Fears for T pension are Newall stricken after representing workers at after   Unions say they N 'disappointed' Turner talks with talks parent firm Federal Mogul.	3	Fears for T N pension after talks Unions representing workers at Turner   Newall say they are 'disappointed' after talks with stricken parent firm Federal Mogul.	2	3	unknown
1925	Ky. founded Wins Grant a Study a (AP) a - A company Company by AP chemistry researcher at develop University peptides Louisville won to grant to the Peptides method of producing better of, which are short chains of amino acids, the building blocks of proteins.	2	Ky. Company Wins Grant to Study Peptides (AP) AP - A company founded by a chemistry researcher at the University of Louisville won a grant to develop a method of producing better peptides, which are short chains of amino acids, the building blocks of proteins.	3	2	unknown
1926	colorful Unit Helps Forecast blur (AP) AP - It's barely dawn when Mike Fitzpatrick starts his but with a Wildfires of Prediction maps, figures and endless charts, shift already knows he what the day will bring. Lightning will strike in places he expects. Winds will pick up, moist places will dry and flames will roar.	1	Prediction Unit Helps Forecast Wildfires (AP) AP - It's barely dawn when Mike Fitzpatrick starts his shift with a blur of colorful maps, figures and endless charts, but already he knows what the day will bring. Lightning will strike in places he expects. Winds will pick up, moist places will dry and flames will roar.	3	1	unknown
1927	Fears for T N c after talks Unions representing workers at Turner   sport say they are 'disappointed' after talks with stricken parent firm Federal Mogul.	1	Fears for T N pension after talks Unions representing workers at Turner   Newall say they are 'disappointed' after talks with stricken parent firm Federal Mogul.	2	1	unknown
1928	eFars for T N pensoin after takls Uinons representing workres at Turnre   Newlal say they are 'dispapointed' after talks with srticken paernt frim Federal oMgul.	1	Fears for T N pension after talks Unions representing workers at Turner   Newall say they are 'disappointed' after talks with stricken parent firm Federal Mogul.	2	1	unknown
1929	Ky. Cmopany Wins Grnat to Sutdy Peptieds (AP) AP - A company ofunded by a chemisrty researhcer at the Univesrity of Louisville won a grant to edvelop a mehtod of producing bettre peptidse, which are shrot chanis of amion caids, the biulding blocsk of proetins.	2	Ky. Company Wins Grant to Study Peptides (AP) AP - A company founded by a chemistry researcher at the University of Louisville won a grant to develop a method of producing better peptides, which are short chains of amino acids, the building blocks of proteins.	3	2	unknown
1930	Prdeiction Unit Helps Froecast Wildfires (AP) AP - It's baerly dawn when Mike Fitzpatrick starts his shift with a blur of colorful masp, figures and endless charts, but laready he knows what the day will bring. Lightning will strike in places he expects. Winds will pick up, moist places will dry and flames will roar.	1	Prediction Unit Helps Forecast Wildfires (AP) AP - It's barely dawn when Mike Fitzpatrick starts his shift with a blur of colorful maps, figures and endless charts, but already he knows what the day will bring. Lightning will strike in places he expects. Winds will pick up, moist places will dry and flames will roar.	3	1	unknown
1931	Calif. Amis to iLmit Farm-Related Smgo (AP) AP - Southren California's smog-fighting agency went after emsisions of the bovnie vairety Friday, adopting the nation's first urles to reduce air polltuion from adiry cow manure.	0	Calif. Aims to Limit Farm-Related Smog (AP) AP - Southern California's smog-fighting agency went after emissions of the bovine variety Friday, adopting the nation's first rules to reduce air pollution from dairy cow manure.	3	0	unknown
1932	Fears for T N penson after talks Uions representing worker at Trner   ewall say they are 'diappointed' after taks with stricken parent firm Federal Mogul.	3	Fears for T N pension after talks Unions representing workers at Turner   Newall say they are 'disappointed' after talks with stricken parent firm Federal Mogul.	2	3	unknown
1933	Ky. ompany Wins Grant to Stuy Peptides (P) A - A company founded by a chemistry researcher at the University of Louisvile won a grant to develop a method of producing better pepties, which are short chains of amino acids, the building blocks of proteins.	2	Ky. Company Wins Grant to Study Peptides (AP) AP - A company founded by a chemistry researcher at the University of Louisville won a grant to develop a method of producing better peptides, which are short chains of amino acids, the building blocks of proteins.	3	2	unknown
1934	Prediction Unit Helps Forecas Wildfies (AP) AP - It's barely dawn when Mike Fitzpatrick starts his shift with a blur of colorfl mps, figures and endless charts, but already he knows what the day will bring. Lightning will strike in places he expects. Winds will pick up, moist places will dry and flames will roar.	1	Prediction Unit Helps Forecast Wildfires (AP) AP - It's barely dawn when Mike Fitzpatrick starts his shift with a blur of colorful maps, figures and endless charts, but already he knows what the day will bring. Lightning will strike in places he expects. Winds will pick up, moist places will dry and flames will roar.	3	1	unknown
1935	Calif. Aims to Limit Farm-Relted Sog (AP) AP - Southern California's smg-fighting agency went after emssions of the bovne variety Friday, adopting the nation's first rules to reduce air pollution from airy cow manure.	0	Calif. Aims to Limit Farm-Related Smog (AP) AP - Southern California's smog-fighting agency went after emissions of the bovine variety Friday, adopting the nation's first rules to reduce air pollution from dairy cow manure.	3	0	unknown
1936	"pen Lette Against British opyright Idoctrination in Schools The ritish Deartment for Education and kills (DfS) recently launched a ""Music Manifest"" campaign, with the ostensile intention of educating the net generation of Briish musicians. Unfortunately, they also teamed up with the music industry (EM, and various artists) to make this popular. EMI has apparenty negotiatd their en ell, so that children in our school will now be inoctrinated about the illeality of donloading music.The ignorace and audaciy of this ot to me a ittle, so I wrote an open leter to the DfES about it. Unfortunately, it's pedanti, as I sppose you have to be when writing to govement reresentatives. But I hop you find it usefl, and prhaps feel inspire to do somethin imilar, if or when the same thig has happend in your rea."	2	"Open Letter Against British Copyright Indoctrination in Schools The British Department for Education and Skills (DfES) recently launched a ""Music Manifesto"" campaign, with the ostensible intention of educating the next generation of British musicians. Unfortunately, they also teamed up with the music industry (EMI, and various artists) to make this popular. EMI has apparently negotiated their end well, so that children in our schools will now be indoctrinated about the illegality of downloading music.The ignorance and audacity of this got to me a little, so I wrote an open letter to the DfES about it. Unfortunately, it's pedantic, as I suppose you have to be when writing to goverment representatives. But I hope you find it useful, and perhaps feel inspired to do something similar, if or when the same thing has happened in your area."	3	2	unknown
1937	Fears for T Unions after after pension N parent at workers Turner   stricken say they are 'disappointed' talks talks Newall with representing firm Federal Mogul.	3	Fears for T N pension after talks Unions representing workers at Turner   Newall say they are 'disappointed' after talks with stricken parent firm Federal Mogul.	2	3	unknown
1938	to. Company AP Grant of Study Louisville (by) a - A company founded Wins a acids researcher at the University of Peptides develop a grant Ky won AP method to producing better building, which are short chains of amino chemistry, the peptides blocks of proteins.	2	Ky. Company Wins Grant to Study Peptides (AP) AP - A company founded by a chemistry researcher at the University of Louisville won a grant to develop a method of producing better peptides, which are short chains of amino acids, the building blocks of proteins.	3	2	unknown
