index	Perturbed_Question1	Perturbed_Question2	label	Original_Question1	Original_Question2	original_label
766	 Is it staid to use Xiaomi mobile phones?	 Is it safe or unsafe to use Xiaomi Products?	0	 Is it safe to use Xiaomi mobile phones?	 Is it safe or unsafe to use Xiaomi Products?	1
767	 What are the best books on cosmology?	 Which is the best apocalypse for cosmology?	0	 What are the best books on cosmology?	 Which is the best book for cosmology?	1
768	 Why did it take so long for NASA to find whirlpool on Mars?	 How much chances are there that NASA already knew that there is water on Mars?	0	 Why did it take so long for NASA to find water on Mars?	 How much chances are there that NASA already knew that there is water on Mars?	1
769	 Where can I learn to invest in timbers?	 How can I learn more about stocks?	0	 Where can I learn to invest in stocks?	 How can I learn more about stocks?	1
770	 What's the best way to spend a marathon weekend?	 How do I spend my long weekend in an effective way?	0	 What's the best way to spend a long weekend?	 How do I spend my long weekend in an effective way?	1
771	 HTTP sites are not working while HTTPS locations are plying in Google Chrome? What are some answers?	 Why are the HTTPS sites not working?	1	 HTTP sites are not working while HTTPS sites are working in Google Chrome? What are some solutions?	 Why are the HTTPS sites not working?	0
772	 What are some of the most beautiful houses in the world?	 Which are some of the most beautiful temples around the world?	0	 What are some of the most beautiful houses in the world?	 Which are some of the most beautiful houses around the world?	1
773	 What is the best lesson we should learn from livelihood?	 What's the most important lesson about life?	0	 What is the best lesson we should learn from life?	 What's the most important lesson about life?	1
774	 If Trump were elected, would he pardon Edward Snowden?	 What is Trump's screen on Edward Snowden?	0	 If Trump were elected, would he pardon Edward Snowden?	 What is Trump's take on Edward Snowden?	1
775	 What would befall if undercurrent disappeared from the earth?	 What would happen if ants disappeared from the Earth?	1	 What would happen if water disappeared from the earth?	 What would happen if ants disappeared from the Earth?	0
776	 What's the easiest way to learn Java tangos?	 What is the easiest way to learn java programming?	0	 What's the easiest way to learn Java programs?	 What is the easiest way to learn java programming?	1
777	 How do I control my horny emotions?	 How do you see your horniness?	0	 How do I control my horny emotions?	 How do you control your horniness?	1
778	 What causes stool discolour to change to scandalmongering?	 What can cause stool to come out as little balls?	1	 What causes stool color to change to yellow?	 What can cause stool to come out as little balls?	0
779	 What can unity do after MBBS?	 What do i do after my MBBS ?	0	 What can one do after MBBS?	 What do i do after my MBBS ?	1
780	 How is air traffic controlled?	 How do you go an air traffic control?	1	 How is air traffic controlled?	 How do you become an air traffic controller?	0
781	 What is the best self help Quran you have read? Why? How did it change your life?	 What are the top self help books I should read?	0	 What is the best self help book you have read? Why? How did it change your life?	 What are the top self help books I should read?	1
782	 arrange you need a passport to move to Jamaica from the United States?	 How can 1 relocation to Jamaica?	1	 Do you need a passport to go to Jamaica from the United States?	 How can I move to Jamaica?	0
783	 What is the district of Edgware and how does the lifestyle compare to the London Borough of Islington?	 What is the county of Edgware and how does the life-style equate to the London Borough of Enfield?	1	 What is the district of Edgware and how does the lifestyle compare to the London Borough of Islington?	 What is the county of Edgware and how does the lifestyle compare to the London Borough of Enfield?	0
784	 What is the obligation of SAP ERP key user?	 What is a stipulate SAP ERP key user?	1	 What is the responsibility of SAP ERP key user?	 What is a qualified SAP ERP key user?	0
785	 Which is the best Quran to study TENSOR for general relativity from basic?	 Which is the best book for tensor calculus?	0	 Which is the best book to study TENSOR for general relativity from basic?	 Which is the best book for tensor calculus?	1
786	 What are the coolest Android hacks and tricks you know?	 What are some cool jade for Android phones?	0	 What are the coolest Android hacks and tricks you know?	 What are some cool hacks for Android phones?	1
787	 If you have a ascertain from Donald Knuth, what did you do and why did you pose it?	 How can I adjoin Donald Knuth?	1	 If you received a check from Donald Knuth, what did you do and why did you get it?	 How can I contact Donald Knuth?	0
788	 Which are the unspoilt motivational videos?	 What are some of the best motivational clips?	0	 Which are the best motivational videos?	 What are some of the best motivational clips?	1
789	 How do I lose slant fast?	 What is the best way to reduce weight fast?	0	 How do I lose weight fast?	 What is the best way to reduce weight fast?	1
790	 If a die is rolled, what is the probability that the number is enceinte than iv?	 If a die is rolled. what is the probability that the number on exceed is a iii?	1	 If a die is rolled, what is the probability that the number is greater than 4?	 If a die is rolled. what is the probability that the number on top is a 3?	0
791	 What are the best resources for learning Morse code?	 What is Morse cipher?	1	 What are the best resources for learning Morse code?	 What is Morse code?	0
792	 How does an IQ test work and what is determined from an IQ test?	 How does IQ test sour?	0	 How does an IQ test work and what is determined from an IQ test?	 How does IQ test works?	1
793	 Is it rubber to use Xiaomi mobile phones?	 Is it safe or unsafe to use Xiaomi Products?	0	 Is it safe to use Xiaomi mobile phones?	 Is it safe or unsafe to use Xiaomi Products?	1
794	 What are the best books on cosmology?	 Which is the best script for cosmology?	0	 What are the best books on cosmology?	 Which is the best book for cosmology?	1
795	 Why did it take so long for NASA to find piddle on Mars?	 How much chances are there that NASA already knew that there is water on Mars?	0	 Why did it take so long for NASA to find water on Mars?	 How much chances are there that NASA already knew that there is water on Mars?	1
796	 Where can I learn to invest in descent?	 How can I learn more about stocks?	0	 Where can I learn to invest in stocks?	 How can I learn more about stocks?	1
797	 What's the best way to spend a foresighted weekend?	 How do I spend my long weekend in an effective way?	0	 What's the best way to spend a long weekend?	 How do I spend my long weekend in an effective way?	1
798	 HTTP sites are not working while HTTPS sites are knead in Google Chrome? What are some root?	 Why are the HTTPS sites not workings?	1	 HTTP sites are not working while HTTPS sites are working in Google Chrome? What are some solutions?	 Why are the HTTPS sites not working?	0
799	 What are some of the most beautiful theater in the world?	 Which are some of the most beautiful houses around the world?	0	 What are some of the most beautiful houses in the world?	 Which are some of the most beautiful houses around the world?	1
