	Perturbed_Premise	Perturbed_Hypothesis	label	Original_Premise	Original_Hypothesis	true_label	Perturbed_label	attack
3111	Sixes 's also a failing that observations because IE does not implement an appropriate block on a file download dialog box .	The second vulnerability is a result of IE not implementing a block on a file download dialog box .	0	There 's also a flaw that results because IE does not implement an appropriate block on a file download dialog box .	The second vulnerability is a result of IE not implementing a block on a file download dialog box .	1	0	unknown
3112	Another $ 100-million in savings will came from management layoffs and pay cuts .	The airline expects to sparing alia $ 100-million a year through management layoffs and pay cuts .	0	Another $ 100-million in savings will come from management layoffs and pay cuts .	The airline expects to save another $ 100-million a year through management layoffs and pay cuts .	1	0	unknown
3113	He phoned on Prime Minister John Howard to establish a royal commission on child sex abuse .	The Senate motion also called on Prime Minister John Howard to hold a royal commission into child sex abuse .	0	He called on Prime Minister John Howard to establish a royal commission on child sex abuse .	The Senate motion also called on Prime Minister John Howard to hold a royal commission into child sex abuse .	1	0	unknown
3114	""" We think that the United States of America should support the free speech of all groups , "" Mr. White said , contrary to Mr. Olson 's recommendation ."	We think that the United States of America should support the free speech of all groups , he said .	1	""" We think that the United States of America should support the free speech of all groups , "" Mr. White said , objecting to Mr. Olson 's recommendation ."	We think that the United States of America should support the free speech of all groups , he said .	0	1	unknown
3115	Wal-Mart , the nation 's largest private employer , has expanded its antidiscrimination policy to protect gay and lesbian employees , company officials said Tuesday .	Wal-Mart Stores Inc . , the nation 's largest private employer , will now include queens and lesbo in its anti-discrimination guidelines , company officials said Wednesday .	0	Wal-Mart , the nation 's largest private employer , has expanded its antidiscrimination policy to protect gay and lesbian employees , company officials said Tuesday .	Wal-Mart Stores Inc . , the nation 's largest private employer , will now include gays and lesbians in its anti-discrimination policy , company officials said Wednesday .	1	0	unknown
3116	Mclane , chauffeur and local railing services in France 's four largest towns -- Paris , Lyon , Lille and Marseille -- were severely disrupted , Europe 1 radio reported .	Subway , bus and suburban rail services in France 's four largest cities -- Paris , Lyon , Lille and Marseille -- were acutely disorganized , transport authorities said .	0	Metro , bus and local rail services in France 's four largest towns -- Paris , Lyon , Lille and Marseille -- were severely disrupted , Europe 1 radio reported .	Subway , bus and suburban rail services in France 's four largest cities -- Paris , Lyon , Lille and Marseille -- were severely disrupted , transport authorities said .	1	0	unknown
3117	"Around the undergraduate case , Rehnquist said the use of race was not "" narrowly tailored "" to achieve the university 's asserted interest in diversity ."	Rehnquist wrote that the system was not narrowly tailored to achieve the interest in educational diversity .	0	"In the undergraduate case , Rehnquist said the use of race was not "" narrowly tailored "" to achieve the university 's asserted interest in diversity ."	Rehnquist wrote that the system was not narrowly tailored to achieve the interest in educational diversity .	1	0	unknown
3118	SP2 is basically about security enhancements to Windows , such as the enhance Internet Connection Configured ( ICF ) .	The setups in the being Windows XP was known as the Internet Connection Firewall ( ICF ) .	1	SP2 is basically about security enhancements to Windows , such as the improved Internet Connection Firewall ( ICF ) .	The firewall in the current Windows XP was known as the Internet Connection Firewall ( ICF ) .	0	1	unknown
3119	A toboggan in central Chungchong province derailed a Seoul-bound train and 28 passengers were injured , television said .	In central Chungchong province , a landslide caused a Seoul-bound Saemaeul Express train to outsmart , injuring 28 people , local television said .	0	A landslide in central Chungchong province derailed a Seoul-bound train and 28 passengers were injured , television said .	In central Chungchong province , a landslide caused a Seoul-bound Saemaeul Express train to derail , injuring 28 people , local television said .	1	0	unknown
3120	They will help draft a plan to attack obesity that Kraft will implement over three to four years .	The team will help draft a plan by the end of the year to assaults obesity .	1	They will help draft a plan to attack obesity that Kraft will implement over three to four years .	The team will help draft a plan by the end of the year to attack obesity .	0	1	unknown
3121	But that amount would probably be impossible to pass in the Senate , where Republican moderates have refused to go above $ 350 billion .	Such an numerals would probably be inept to summon a majority of the Mcconnell , where Republican moderates have refused to go above $ 350 billion .	0	But that amount would probably be impossible to pass in the Senate , where Republican moderates have refused to go above $ 350 billion .	Such an amount would probably be unable to summon a majority of the Senate , where Republican moderates have refused to go above $ 350 billion .	1	0	unknown
3122	In the clash with gendarmes , Lt. Mothana Ali said about 1,000 demonstrators had gone to the station demanding jobs .	In Baghdad , police Lieut . Mothana Ali said about 1,000 demonstrators arrived at the station demanding jobs .	0	In the clash with police , Lt. Mothana Ali said about 1,000 demonstrators had gone to the station demanding jobs .	In Baghdad , police Lieut . Mothana Ali said about 1,000 demonstrators arrived at the station demanding jobs .	1	0	unknown
3123	Committee approval , expected today , cannot set the stage for debate on the Senate floor beginning Monday .	That would clear the way for debate in the full Senate beginning on Monday .	0	Committee approval , expected today , would set the stage for debate on the Senate floor beginning Monday .	That would clear the way for debate in the full Senate beginning on Monday .	1	0	unknown
