index	sentence	label	Original text	perturbed_label	attack
912	too restrained to be a freak show , too mercenary and obvious to be cerebral , too blunt and pretentious to be incur ... the isle defies an uncomplicated categorization . 	0	too restrained to be a freak show , too mercenary and obvious to be cerebral , too dull and pretentious to be engaging ... the isle defies an easy categorization . 	1	embeddings
913	not really bad so much as repulsive : we need kidnapping suspense dramas ok now like we imperative doomsday thrillers . 	0	not really bad so much as distasteful : we need kidnapping suspense dramas right now like we need doomsday thrillers . 	1	embeddings
914	... plays loved individual nucleotides random moments of a chris rock routine into what is otherwise a cliche-riddled but self-serious spy thriller . 	0	... plays like somebody spliced random moments of a chris rock routine into what is otherwise a cliche-riddled but self-serious spy thriller . 	1	embeddings
915	if you dig on david mamet 's mind tricks ... renting this movie and experiences ! 	1	if you dig on david mamet 's mind tricks ... rent this movie and enjoy ! 	0	embeddings
916	the director knows how to apply textural gloss , but his portrait of sex-as-war is strictly comedic . 	0	the director knows how to apply textural gloss , but his portrait of sex-as-war is strictly sitcom . 	1	embeddings
917	rarely has so many money delivered so teeny entertainment . 	0	rarely has so much money delivered so little entertainment . 	1	embeddings
918	uses stiff droll and insight into human nature to scrutinize class conflict , adolescent yearning , the roots of friendship and sexual identity . 	1	uses sharp humor and insight into human nature to examine class conflict , adolescent yearning , the roots of friendship and sexual identity . 	0	embeddings
919	do not behold this film . 	0	do not see this film . 	1	embeddings
920	stealing harvard is evidence that the farrelly bros. -- peter and bobby -- and their brand of screen comedy are whistles to an concluded , beyond with green 's half-hearted films quarry . 	0	stealing harvard is evidence that the farrelly bros. -- peter and bobby -- and their brand of screen comedy are wheezing to an end , along with green 's half-hearted movie career . 	1	embeddings
921	deliriously droll , fast and loose , accessible to the uninitiated , and entire of surprises 	1	deliriously funny , fast and loose , accessible to the uninitiated , and full of surprises 	0	embeddings
922	velocity represents every fallacious with '' independent film '' as a commodified , sold-out concepts on the america filmmaking scene . 	0	velocity represents everything wrong with '' independent film '' as a commodified , sold-out concept on the american filmmaking scene . 	1	embeddings
923	it 's made with clumsily unsettling genre flair . 	1	it 's made with deftly unsettling genre flair . 	0	embeddings
924	this is a earns ensemble travesty that showing canadiens can put gentle laughs and equally gentle sentiments on the button , just as uncomplicated as their counterparts anywhere else in the world . 	1	this is a winning ensemble comedy that shows canadians can put gentle laughs and equally gentle sentiments on the button , just as easily as their counterparts anywhere else in the world . 	0	embeddings
925	( t ) here 's only so vastly anyone can do with a lilting , overplotted , anne rice rock 'n' roller vampire freshly before the built-in silliness of the every affair defeat them . 	0	( t ) here 's only so much anyone can do with a florid , overplotted , anne rice rock 'n' roll vampire novel before the built-in silliness of the whole affair defeats them . 	1	embeddings
926	offers very kiddo genuine romance and even fewer grin ... a sad sitcom of a movie , largely empties of charms . 	0	offers very little genuine romance and even fewer laughs ... a sad sitcom of a movie , largely devoid of charm . 	1	embeddings
927	the fly-on-the-wall method used to dossier rural french school iife is a modernize leaving from the now more prevalent technique of the docu-makers being a visible part of their work . 	1	the fly-on-the-wall method used to document rural french school life is a refreshing departure from the now more prevalent technique of the docu-makers being a visible part of their work . 	0	embeddings
928	for someone undetermined with pentacostal practices in general and theatrical trouble of hell houses in specially , it 's an eye-opener . 	1	for anyone unfamiliar with pentacostal practices in general and theatrical phenomenon of hell houses in particular , it 's an eye-opener . 	0	embeddings
929	few cinematic catches so exactly the hopes and dreams of little boys on baseball fields as goods as the increasing men who sit in the stands . 	1	few films capture so perfectly the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands . 	0	embeddings
930	combining quick-cut ed and a blaring heavy metal vastly of the time , beck emerge to be under the fantasia that he 's shooting the latest system of a down video . 	0	combining quick-cut editing and a blaring heavy metal much of the time , beck seems to be under the illusion that he 's shooting the latest system of a down video . 	1	embeddings
931	the weight of the piece , the preternatural professionalism of the chilly production , and the fascination embedded in the lurid topic testimony propositions somewhat . 	1	the weight of the piece , the unerring professionalism of the chilly production , and the fascination embedded in the lurid topic prove recommendation enough . 	0	embeddings
